"Product Name",Category,"Parts No","Rack No","Column No","Row No","Available unit","Unit type","Brand Name"
"Product 178","Sewing & printing",P0178,R3,C4,RW1,16.00,Feet,
"Product 434","Loom F SN-6 m",P0434,R2,C4,RW4,16.00,pcs,
"Product 179","Loom F SN-4",P0179,R5,C4,RW5,78.00,Feet,
"Product 435","Sewing & printing",P0435,R2,C2,RW4,58.00,pcs,
"Product 180",Stationery,P0180,R9,C2,RW5,89.00,Coel,
"Product 436","Ball & Bearing",P0436,R9,C1,RW4,30.00,pcs,
"Product 181","Ball & Bearing",P0181,R1,C2,RW5,37.00,Feet,
"Product 437","Sewing & printing",P0437,R9,C5,RW5,41.00,pkt,
"Product 182","Sewing & printing",P0182,R5,C4,RW5,42.00,KG,
"Product 438","Sewing & printing",P0438,R2,C1,RW3,96.00,pkt,
"Product 183","Loom F SN-4",P0183,R6,C2,RW2,39.00,Feet,
"Product 439","Ball & Bearing",P0439,R5,C5,RW1,83.00,Feet,
"Product 184",Stationery,P0184,R4,C2,RW2,96.00,Coel,
"Product 440","Loom F SN-6 m",P0440,R7,C2,RW3,41.00,Coel,
"Product 185",Stationery,P0185,R2,C1,RW5,18.00,Feet,
"Product 441","Sewing & printing",P0441,R9,C3,RW1,85.00,pkt,
"Product 186","Ball & Bearing",P0186,R1,C2,RW2,61.00,Feet,
"Product 442","Ball & Bearing",P0442,R8,C3,RW4,75.00,Coel,
"Product 187","Sewing & printing",P0187,R5,C3,RW4,56.00,Feet,
"Product 443","Sewing & printing",P0443,R2,C2,RW2,55.00,pcs,
"Product 188","Sewing & printing",P0188,R10,C3,RW3,38.00,Feet,
"Product 444",Stationery,P0444,R1,C4,RW1,46.00,Feet,
"Product 189","Sewing & printing",P0189,R10,C4,RW4,47.00,pkt,
"Product 445","Loom F SN-4",P0445,R5,C1,RW3,11.00,KG,
"Product 190","Ball & Bearing",P0190,R2,C2,RW1,35.00,Feet,
"Product 446","Sewing & printing",P0446,R2,C3,RW1,68.00,pcs,
"Product 191","Loom F SN-6 m",P0191,R6,C3,RW2,86.00,pkt,
"Product 447","Loom F SN-6 m",P0447,R9,C5,RW1,25.00,Feet,
"Product 192","Ball & Bearing",P0192,R9,C5,RW4,90.00,pcs,
"Product 448","Sewing & printing",P0448,R4,C3,RW5,92.00,KG,
"Product 193","Loom F SN-6 m",P0193,R4,C2,RW1,68.00,pcs,
"Product 449","Sewing & printing",P0449,R8,C1,RW3,88.00,Coel,
"Product 194","Ball & Bearing",P0194,R3,C1,RW1,34.00,pcs,
"Product 450","Ball & Bearing",P0450,R8,C4,RW2,93.00,Feet,
"Product 195","Sewing & printing",P0195,R1,C2,RW3,24.00,Coel,
"Product 451","Sewing & printing",P0451,R8,C5,RW1,59.00,Feet,
"Product 196",Stationery,P0196,R5,C3,RW4,27.00,KG,
"Product 452",Stationery,P0452,R5,C5,RW5,33.00,KG,
"Product 197","Loom F SN-4",P0197,R1,C2,RW1,27.00,pcs,
"Product 453",Stationery,P0453,R4,C5,RW3,51.00,pcs,
"Product 198","Sewing & printing",P0198,R1,C1,RW2,94.00,pcs,
"Product 454",Stationery,P0454,R2,C2,RW3,50.00,KG,
"Product 199","Loom F SN-4",P0199,R5,C2,RW5,50.00,Coel,
"Product 455","Loom F SN-4",P0455,R3,C5,RW4,10.00,KG,
"Product 200","Sewing & printing",P0200,R9,C5,RW5,29.00,Coel,
"Product 456","Loom F SN-6 m",P0456,R8,C3,RW1,53.00,pkt,
"Product 201","Loom F SN-4",P0201,R8,C2,RW5,74.00,Feet,
"Product 457","Loom F SN-4",P0457,R3,C4,RW4,66.00,pkt,
"Product 202","Loom F SN-4",P0202,R5,C1,RW3,95.00,pkt,
"Product 458","Ball & Bearing",P0458,R7,C3,RW2,75.00,pkt,
"Product 203","Loom F SN-6 m",P0203,R5,C3,RW4,78.00,KG,
"Product 459","Ball & Bearing",P0459,R2,C3,RW4,26.00,Coel,
"Product 204",Stationery,P0204,R5,C5,RW5,49.00,KG,
"Product 460","Loom F SN-4",P0460,R3,C4,RW1,10.00,pkt,
"Product 205","Sewing & printing",P0205,R10,C3,RW5,37.00,Feet,
"Product 461","Ball & Bearing",P0461,R1,C2,RW5,23.00,pkt,
"Product 206","Sewing & printing",P0206,R6,C5,RW4,93.00,Feet,
"Product 462","Loom F SN-6 m",P0462,R10,C3,RW5,73.00,pcs,
"Product 207","Loom F SN-6 m",P0207,R4,C5,RW3,42.00,KG,
"Product 463","Sewing & printing",P0463,R4,C3,RW3,63.00,pcs,
"Product 208","Loom F SN-4",P0208,R4,C3,RW5,14.00,Feet,
"Product 464",Stationery,P0464,R8,C4,RW4,28.00,pkt,
"Product 209",Stationery,P0209,R6,C2,RW1,73.00,KG,
"Product 465","Ball & Bearing",P0465,R5,C3,RW3,53.00,pcs,
"Product 210",Stationery,P0210,R1,C5,RW4,31.00,Coel,
"Product 466",Stationery,P0466,R1,C5,RW4,15.00,pkt,
"Product 211","Loom F SN-4",P0211,R7,C1,RW3,10.00,Coel,
"Product 467",Stationery,P0467,R1,C5,RW5,81.00,Feet,
"Product 212",Stationery,P0212,R8,C2,RW5,33.00,KG,
"Product 468",Stationery,P0468,R2,C5,RW4,31.00,Feet,
"Product 213","Loom F SN-6 m",P0213,R6,C5,RW4,67.00,KG,
"Product 469","Loom F SN-4",P0469,R9,C2,RW4,61.00,pkt,
"Product 214","Loom F SN-4",P0214,R8,C3,RW3,81.00,pcs,
"Product 470","Loom F SN-6 m",P0470,R6,C2,RW2,33.00,pkt,
"Product 215","Loom F SN-4",P0215,R3,C3,RW3,73.00,Coel,
"Product 471","Loom F SN-4",P0471,R7,C3,RW1,48.00,KG,
"Product 216","Loom F SN-4",P0216,R7,C5,RW3,71.00,pkt,
"Product 472","Ball & Bearing",P0472,R8,C2,RW3,20.00,KG,
"Product 217","Ball & Bearing",P0217,R7,C5,RW1,18.00,Coel,
"Product 473","Sewing & printing",P0473,R5,C5,RW1,59.00,KG,
"Product 218",Stationery,P0218,R5,C3,RW1,12.00,Coel,
"Product 474","Ball & Bearing",P0474,R2,C5,RW3,46.00,pcs,
"Product 219",Stationery,P0219,R10,C5,RW3,91.00,Feet,
"Product 475",Stationery,P0475,R1,C3,RW4,60.00,pcs,
"Product 220","Ball & Bearing",P0220,R1,C1,RW2,41.00,Coel,
"Product 476","Sewing & printing",P0476,R6,C5,RW4,63.00,pcs,
"Product 221","Loom F SN-6 m",P0221,R10,C5,RW2,43.00,Feet,
"Product 477","Ball & Bearing",P0477,R6,C1,RW1,34.00,pcs,
"Product 222","Loom F SN-6 m",P0222,R8,C3,RW1,52.00,pcs,
"Product 478","Loom F SN-4",P0478,R9,C3,RW3,26.00,Coel,
"Product 223",Stationery,P0223,R4,C1,RW3,26.00,KG,
"Product 479","Loom F SN-4",P0479,R2,C1,RW4,37.00,Coel,
"Product 224","Loom F SN-6 m",P0224,R8,C2,RW5,83.00,pcs,
"Product 480","Sewing & printing",P0480,R1,C3,RW5,64.00,Coel,
"Product 225","Loom F SN-4",P0225,R7,C3,RW2,87.00,Feet,
"Product 481","Loom F SN-4",P0481,R7,C1,RW1,78.00,KG,
"Product 226","Ball & Bearing",P0226,R7,C3,RW1,69.00,pcs,
"Product 482","Loom F SN-6 m",P0482,R1,C3,RW5,47.00,KG,
"Product 227","Loom F SN-4",P0227,R7,C3,RW3,15.00,Feet,
"Product 483",Stationery,P0483,R4,C4,RW3,55.00,pcs,
"Product 228",Stationery,P0228,R4,C4,RW4,14.00,KG,
"Product 484",Stationery,P0484,R6,C3,RW4,61.00,pkt,
"Product 229","Loom F SN-4",P0229,R3,C3,RW4,65.00,Coel,
"Product 485","Sewing & printing",P0485,R10,C3,RW3,27.00,pkt,
"Product 230","Sewing & printing",P0230,R9,C1,RW2,45.00,Feet,
"Product 486","Loom F SN-4",P0486,R6,C5,RW2,93.00,pkt,
"Product 231","Sewing & printing",P0231,R4,C1,RW3,47.00,KG,
"Product 487","Ball & Bearing",P0487,R6,C2,RW4,37.00,pcs,
"Product 232","Loom F SN-6 m",P0232,R7,C5,RW1,23.00,pcs,
"Product 488","Sewing & printing",P0488,R2,C3,RW3,16.00,Coel,
"Product 233","Sewing & printing",P0233,R3,C5,RW4,54.00,pkt,
"Product 489","Ball & Bearing",P0489,R5,C5,RW4,21.00,pkt,
"Product 234",Stationery,P0234,R10,C5,RW3,34.00,KG,
"Product 490","Loom F SN-6 m",P0490,R5,C2,RW2,15.00,Feet,
"Product 235","Loom F SN-6 m",P0235,R1,C1,RW5,90.00,KG,
"Product 491","Loom F SN-4",P0491,R4,C2,RW5,64.00,KG,
"Product 236","Ball & Bearing",P0236,R10,C3,RW3,46.00,pcs,
"Product 492","Sewing & printing",P0492,R4,C3,RW1,49.00,Coel,
"Product 237","Loom F SN-4",P0237,R7,C1,RW2,37.00,pcs,
"Product 493","Loom F SN-4",P0493,R8,C3,RW4,21.00,Feet,
"Product 238","Ball & Bearing",P0238,R10,C2,RW2,82.00,KG,
"Product 494",Stationery,P0494,R7,C3,RW3,92.00,pcs,
"Product 239","Ball & Bearing",P0239,R8,C1,RW2,58.00,pcs,
"Product 495","Loom F SN-4",P0495,R10,C3,RW4,58.00,KG,
"Product 240","Loom F SN-4",P0240,R1,C3,RW4,27.00,pkt,
"Product 496","Loom F SN-6 m",P0496,R8,C1,RW4,66.00,pcs,
"Product 241",Stationery,P0241,R3,C2,RW2,100.00,KG,
"Product 497",Stationery,P0497,R5,C5,RW5,16.00,Feet,
"Product 242","Loom F SN-6 m",P0242,R7,C2,RW4,99.00,KG,
"Product 498","Ball & Bearing",P0498,R6,C3,RW1,50.00,KG,
"Product 243",Stationery,P0243,R1,C3,RW5,32.00,KG,
"Product 499","Ball & Bearing",P0499,R5,C1,RW1,93.00,pcs,
"Product 244",Stationery,P0244,R2,C3,RW1,62.00,pcs,
"Product 500",Stationery,P0500,R9,C2,RW2,72.00,pkt,
"Product 245","Sewing & printing",P0245,R4,C3,RW4,52.00,pkt,
"Product 501",Stationery,P0501,R4,C1,RW3,74.00,Feet,
"Product 246","Loom F SN-6 m",P0246,R3,C3,RW5,31.00,Feet,
"Product 502","Ball & Bearing",P0502,R1,C1,RW2,86.00,Coel,
"Product 247","Sewing & printing",P0247,R3,C3,RW2,70.00,pcs,
"Product 503","Loom F SN-4",P0503,R8,C2,RW1,17.00,Coel,
"Product 248","Loom F SN-6 m",P0248,R8,C4,RW3,13.00,pcs,
"Product 504","Sewing & printing",P0504,R7,C3,RW1,84.00,pkt,
"Product 249","Ball & Bearing",P0249,R7,C5,RW5,45.00,pkt,
"Product 505","Sewing & printing",P0505,R10,C2,RW5,94.00,Feet,
"Product 250","Loom F SN-4",P0250,R4,C2,RW2,73.00,Feet,
"Product 506",Stationery,P0506,R8,C4,RW4,74.00,Feet,
"Product 251","Sewing & printing",P0251,R8,C5,RW2,18.00,Feet,
"Product 507","Ball & Bearing",P0507,R2,C2,RW1,72.00,Coel,
"Product 252",Stationery,P0252,R1,C2,RW1,30.00,Feet,
"Product 508",Stationery,P0508,R6,C5,RW2,19.00,pkt,
"Product 253","Ball & Bearing",P0253,R1,C5,RW3,85.00,Feet,
"Product 509","Ball & Bearing",P0509,R8,C2,RW1,80.00,pcs,
"Product 254","Ball & Bearing",P0254,R1,C1,RW3,61.00,pcs,
"Product 510","Sewing & printing",P0510,R6,C3,RW3,56.00,pkt,
"Product 255","Ball & Bearing",P0255,R8,C2,RW3,62.00,Coel,
"Product 511","Loom F SN-4",P0511,R10,C1,RW4,13.00,pkt,
